"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0045089"	"BP"	"GO:0045089"	"positive regulation of innate immune response"	"40/1074"	"343/18870"	1.34574256998272e-05	0.000661778001644206	0.000568064164498397	"FYN/TYROBP/BIRC3/EIF2AK2/OAS1/ESR1/CD40/IKBKB/IFIH1/TNFAIP3/NMI/ZBP1/IRF1/MED1/SMPDL3B/PTPN22/KLRC1/HAVCR2/IRF4/IL21/CD226/OTULIN/GBP5/PIK3AP1/SCIMP/CTSS/MNDA/IFI16/AIM2/HMGB2/CLEC4E/IL12A/SH2D1A/PLSCR1/PLCG2/KLRC3/KLRK1/LYN/MMP12/CCL5"	40
"GO:0070555"	"BP"	"GO:0070555"	"response to interleukin-1"	"22/1074"	"140/18870"	1.36671799077447e-05	0.000666317151820858	0.000571960529361275	"VRK2/CD40/MAPK3/CCL17/IKBKB/CCL7/CCL2/CCL8/CCL20/GBP1/ZBP1/CHI3L1/TANK/PRKCA/LGALS9/CXCL8/FGG/CD47/CCL5/CCL4/CCL18/CCL3"	22
"GO:0002460"	"BP"	"GO:0002460"	"adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	"43/1074"	"380/18870"	1.37328349509658e-05	0.000666317151820858	0.000571960529361275	"WAS/SLC11A1/PTPRC/JAK2/CSF2RB/IL2RB/CD40/TNFSF13B/RELB/IL4I1/JAK3/GATA3/CTSC/TNFAIP3/CD274/CD80/CCR2/SASH3/KLRC1/HAVCR2/IRF4/CD226/IL18/CD8A/BATF/CXCL13/FCER1G/C2/IL7R/IL12A/C1QB/C1QA/EXO1/CD28/LILRB4/ZP3/TAP2/HLA-DRA/IGKC/EMP2/C4B/C4A/IGLL5"	43
"GO:1905818"	"BP"	"GO:1905818"	"regulation of chromosome separation"	"15/1074"	"74/18870"	1.48372332525986e-05	0.000715134990810679	0.000613865314424347	"TRIP13/BIRC5/NCAPG/TTK/SMC4/CDC20/DLGAP5/CCNB1/NUF2/INCENP/MAD2L1/PLK1/BUB1/UBE2C/PLSCR1"	15
"GO:0071347"	"BP"	"GO:0071347"	"cellular response to interleukin-1"	"19/1074"	"111/18870"	1.51052616475133e-05	0.000723263778096065	0.000620842990844817	"VRK2/CD40/MAPK3/CCL17/IKBKB/CCL7/CCL2/CCL8/CCL20/GBP1/ZBP1/TANK/CXCL8/FGG/CD47/CCL5/CCL4/CCL18/CCL3"	19
"GO:0032703"	"BP"	"GO:0032703"	"negative regulation of interleukin-2 production"	"9/1074"	"28/18870"	1.56422824856366e-05	0.000744081908042242	0.000638713082574841	"NAV3/PTPRC/HOMER2/GATA3/GBP1/TNFAIP3/HAVCR2/LAPTM5/LILRB4"	9
"GO:0032633"	"BP"	"GO:0032633"	"interleukin-4 production"	"10/1074"	"35/18870"	1.6995477189763e-05	0.000798019890239321	0.00068501295158739	"GATA3/SASH3/RARA/HAVCR2/IRF4/FCER1G/LGALS9/CD28/ZP3/CD3E"	10
"GO:0032673"	"BP"	"GO:0032673"	"regulation of interleukin-4 production"	"10/1074"	"35/18870"	1.6995477189763e-05	0.000798019890239321	0.00068501295158739	"GATA3/SASH3/RARA/HAVCR2/IRF4/FCER1G/LGALS9/CD28/ZP3/CD3E"	10
"GO:0071216"	"BP"	"GO:0071216"	"cellular response to biotic stimulus"	"33/1074"	"265/18870"	1.99126395208454e-05	0.000923948615914876	0.000793109014254175	"CXCL2/JAK2/MMP9/CD40/MAPK3/CCL2/TNFAIP3/CD274/CD80/CXCL6/CD68/RARA/CD180/PTPN22/CMPK2/HAVCR2/CXCL9/IRF8/PRKCA/GBP5/CXCL13/SCIMP/CXCL1/HMGB2/CXCL10/CXCL11/CXCL8/PDE4B/SIGIRR/PLCG2/CARD16/KLRK1/LYN"	33
"GO:0002286"	"BP"	"GO:0002286"	"T cell activation involved in immune response"	"20/1074"	"123/18870"	1.99312905604061e-05	0.000923948615914876	0.000793109014254175	"SLC11A1/RELB/JAK3/GATA3/IFNG/CD80/FGL2/RARA/HAVCR2/LCP1/IRF4/IL21/IL18/BATF/FCER1G/EOMES/CLEC4E/LGALS9/GPR183/HLA-DRA"	20
"GO:0002819"	"BP"	"GO:0002819"	"regulation of adaptive immune response"	"28/1074"	"208/18870"	2.01230284626532e-05	0.000926932918678419	0.00079567071236407	"WAS/SLC11A1/PTPRC/JAK2/CD40/TNFSF13B/IL4I1/JAK3/GATA3/TNFAIP3/CD274/CD80/CCR2/SASH3/IRF1/KLRC1/HAVCR2/CD226/IL18/SAMSN1/BATF/IL7R/IL12A/CD28/LILRB4/ZP3/TAP2/HLA-DRA"	28
"GO:0032814"	"BP"	"GO:0032814"	"regulation of natural killer cell activation"	"11/1074"	"43/18870"	2.05731617510559e-05	0.00094170736618984	0.000808352962545624	"TYROBP/PRDM1/JAK2/PTPN22/IL15RA/KLRC1/HAVCR2/IL18/IL12A/ZNF683/KLRC3"	11
"GO:0050730"	"BP"	"GO:0050730"	"regulation of peptidyl-tyrosine phosphorylation"	"30/1074"	"231/18870"	2.09174685998528e-05	0.000951483352935803	0.000816744579869251	"FYN/CD44/ERBB3/PTPRC/JAK2/CD40/IFNG/THBS4/PTK2B/CD80/SNX6/IL21/IL18/GFRA1/BANK1/SAMSN1/LRP8/NCF1/IL12A/PTPN2/DOK7/YES1/HCLS1/LILRB4/HDAC2/PLCG2/CD3E/LYN/CCL5/SRCIN1"	30
"GO:0002223"	"BP"	"GO:0002223"	"stimulatory C-type lectin receptor signaling pathway"	"8/1074"	"23/18870"	2.44008188412875e-05	0.0010803962598757	0.000927402236352131	"FYN/TYROBP/IKBKB/KLRC1/PLCG2/KLRC3/KLRK1/LYN"	8
"GO:0045061"	"BP"	"GO:0045061"	"thymic T cell selection"	"8/1074"	"23/18870"	2.44008188412875e-05	0.0010803962598757	0.000927402236352131	"PTPRC/GLI3/GATA3/CD3G/CD3D/PTPN2/CD28/CD3E"	8
"GO:1990840"	"BP"	"GO:1990840"	"response to lectin"	"8/1074"	"23/18870"	2.44008188412875e-05	0.0010803962598757	0.000927402236352131	"FYN/TYROBP/IKBKB/KLRC1/PLCG2/KLRC3/KLRK1/LYN"	8
"GO:1990858"	"BP"	"GO:1990858"	"cellular response to lectin"	"8/1074"	"23/18870"	2.44008188412875e-05	0.0010803962598757	0.000927402236352131	"FYN/TYROBP/IKBKB/KLRC1/PLCG2/KLRC3/KLRK1/LYN"	8
"GO:0002706"	"BP"	"GO:0002706"	"regulation of lymphocyte mediated immunity"	"26/1074"	"188/18870"	2.44937321900921e-05	0.0010803962598757	0.000927402236352131	"WAS/PTPRC/CD40/IL4I1/GATA3/KLRB1/CD80/CCR2/SASH3/KLRC1/HAVCR2/IL21/CD226/IL18/CD96/IL7R/IL12A/LGALS9/CD28/SH2D1A/LILRB4/ZP3/TAP2/HLA-DRA/KLRC3/KLRK1"	26
"GO:0046640"	"BP"	"GO:0046640"	"regulation of alpha-beta T cell proliferation"	"11/1074"	"44/18870"	2.60307796160366e-05	0.00114127719304527	0.000979661870774744	"PTPRC/JAK2/CD274/CCR2/IRF1/PTPN22/IL2RA/IL18/LGALS9/CD28/CD3E"	11
"GO:0002690"	"BP"	"GO:0002690"	"positive regulation of leukocyte chemotaxis"	"17/1074"	"96/18870"	2.66207043246767e-05	0.0011532469409226	0.000989936592524787	"F7/MAPK3/CCL7/THBS4/PTK2B/CCR2/RAC2/PLA2G7/CXCL13/IL12A/LGALS9/CXCL10/CXCL8/AIF1/CCL5/CCL4/CCL3"	17
"GO:0034109"	"BP"	"GO:0034109"	"homotypic cell-cell adhesion"	"17/1074"	"96/18870"	2.66207043246767e-05	0.0011532469409226	0.000989936592524787	"CD9/PLAUR/JAK2/COMP/PIK3CG/HSPB1/SLC6A4/PLEK/DSC2/RDX/UBASH3B/PRKCA/CXADR/FGG/JUP/LYN/CCL5"	17
"GO:0051783"	"BP"	"GO:0051783"	"regulation of nuclear division"	"22/1074"	"146/18870"	2.67978559287095e-05	0.0011540520440778	0.000990627685686022	"TRIP13/BIRC5/RAD51AP1/TTK/PDGFRB/CDC20/NEK2/DLGAP5/CCNB1/BORA/NUSAP1/NUF2/HORMAD1/MKI67/INCENP/MAD2L1/PLK1/BUB1/INSR/UBE2C/CD28/CDCA2"	22
"GO:0002507"	"BP"	"GO:0002507"	"tolerance induction"	"9/1074"	"30/18870"	2.9224956799302e-05	0.0012511719740313	0.00107399454243875	"TNFAIP3/CD274/IDO1/IL2RA/HAVCR2/LGALS9/LILRB4/CD3E/LYN"	9
"GO:0002687"	"BP"	"GO:0002687"	"positive regulation of leukocyte migration"	"22/1074"	"149/18870"	3.6912746766267e-05	0.0015710583097362	0.00134858203790578	"F7/CORO1A/MAPK3/CCL7/THBS4/CCL20/ITGA4/PTK2B/CCR2/RAC2/PLA2G7/CXCL13/IL12A/LGALS9/CXCL10/CXCL8/ZP3/CD47/AIF1/CCL5/CCL4/CCL3"	22
"GO:0002822"	"BP"	"GO:0002822"	"regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	"26/1074"	"193/18870"	3.87744686066579e-05	0.00164070106115847	0.00140836273672286	"WAS/SLC11A1/PTPRC/JAK2/CD40/TNFSF13B/IL4I1/JAK3/GATA3/TNFAIP3/CD274/CD80/CCR2/SASH3/KLRC1/HAVCR2/CD226/IL18/BATF/IL7R/IL12A/CD28/LILRB4/ZP3/TAP2/HLA-DRA"	26
"GO:0019886"	"BP"	"GO:0019886"	"antigen processing and presentation of exogenous peptide antigen via MHC class II"	"9/1074"	"31/18870"	3.91115708911373e-05	0.00164539891876126	0.00141239533458412	"CTSL/FCER1G/CTSS/CTSF/HLA-DRA/IFI30/HLA-DPB1/HLA-DPA1/HLA-DOB"	9
"GO:0052547"	"BP"	"GO:0052547"	"regulation of peptidase activity"	"36/1074"	"312/18870"	4.47896953478362e-05	0.00187344484334225	0.00160814786381977	"PRSS22/FYN/PLAUR/BIRC3/CD44/PICALM/JAK2/MMP9/PDCD5/GAPDH/CASP8AP2/CSTA/TNFSF10/CTSL/TANK/ANP32B/ECM1/S100A8/CSTB/LAPTM5/CTSS/S100A9/IFI16/AIM2/LGALS9/ROBO1/CST2/SIAH2/MAPT/SERPINA11/PSMB8/CARD16/SERPINB5/PSMB9/AQP1/LYN"	36
"GO:0007052"	"BP"	"GO:0007052"	"mitotic spindle organization"	"20/1074"	"130/18870"	4.53345952970495e-05	0.00188468220852294	0.00161779391498296	"PKD1/TPX2/BIRC5/KIF4A/MISP/MYBL2/TTK/CDC20/NEK2/STIL/DLGAP5/CCNB1/BORA/KIF23/NUF2/INCENP/CENPH/PLK1/KIFC2/PRC1"	20
"GO:0051304"	"BP"	"GO:0051304"	"chromosome separation"	"15/1074"	"81/18870"	4.56010848299455e-05	0.00188468220852294	0.00161779391498296	"TRIP13/BIRC5/NCAPG/TTK/SMC4/CDC20/DLGAP5/CCNB1/NUF2/INCENP/MAD2L1/PLK1/BUB1/UBE2C/PLSCR1"	15
"GO:0050764"	"BP"	"GO:0050764"	"regulation of phagocytosis"	"17/1074"	"100/18870"	4.58352227134598e-05	0.00188468220852294	0.00161779391498296	"SLC11A1/PTPRC/IL2RB/CCL2/IFNG/IL15RA/LYAR/IL2RG/FCER1G/APOA2/C2/GATA2/PLSCR1/CD47/PLCG2/C4B/C4A"	17
"GO:0046641"	"BP"	"GO:0046641"	"positive regulation of alpha-beta T cell proliferation"	"8/1074"	"25/18870"	4.86055194817649e-05	0.00198736500442857	0.00170593588482717	"PTPRC/JAK2/CCR2/PTPN22/IL18/LGALS9/CD28/CD3E"	8
"GO:2000503"	"BP"	"GO:2000503"	"positive regulation of natural killer cell chemotaxis"	"4/1074"	"5/18870"	4.98244650952062e-05	0.0020258237819157	0.00173894854654542	"CCL7/CCL5/CCL4/CCL3"	4
"GO:0046633"	"BP"	"GO:0046633"	"alpha-beta T cell proliferation"	"11/1074"	"47/18870"	5.0525441143367e-05	0.00203831614094061	0.00174967187290935	"PTPRC/JAK2/CD274/CCR2/IRF1/PTPN22/IL2RA/IL18/LGALS9/CD28/CD3E"	11
"GO:0019079"	"BP"	"GO:0019079"	"viral genome replication"	"20/1074"	"131/18870"	5.06918413726642e-05	0.00203831614094061	0.00174967187290935	"EIF2AK2/PABPC1/OAS1/CCL2/CCL8/IFIH1/DEK/APOBEC3A/APOBEC3F/MX1/NFIA/IFI16/PPIB/CXCL8/ISG20/CD28/PLSCR1/SMC5/APOBEC3G/CCL5"	20
"GO:0002544"	"BP"	"GO:0002544"	"chronic inflammatory response"	"7/1074"	"19/18870"	5.21894475334264e-05	0.0020870043909246	0.00179146541995885	"TNFAIP3/IDO1/S100A8/CXCL13/VCAM1/S100A9/CCL5"	7
"GO:0033209"	"BP"	"GO:0033209"	"tumor necrosis factor-mediated signaling pathway"	"18/1074"	"111/18870"	5.29515573984913e-05	0.00210590947948754	0.00180769337451853	"BIRC3/TNFRSF17/JAK2/TNFSF13B/IKBKB/KRT18/STAT1/TNFAIP3/PTK2B/CARD14/OTULIN/LAPTM5/AIM2/KRT8/PTPN2/SHARPIN/CASP4/CARD16"	18
"GO:0031100"	"BP"	"GO:0031100"	"animal organ regeneration"	"13/1074"	"64/18870"	5.32426458005535e-05	0.00210597813117624	0.0018077523044982	"F7/EZH2/CCND1/MED1/PCNA/LPIN1/LCP1/ANXA3/HSPG2/CCNA2/APOA2/CDK1/TYMS"	13
"GO:1901987"	"BP"	"GO:1901987"	"regulation of cell cycle phase transition"	"47/1074"	"456/18870"	6.10047496918378e-05	0.00239347994235692	0.00205454122125632	"DBF4/PKD1/ANLN/TRIP13/GTSE1/RBL1/BIRC5/WDR76/FAM83D/CDK6/EZH2/CCL2/CCND1/TTK/CDC20/STIL/DLGAP5/CCNB1/BRIP1/RDX/DNA2/BRCA2/NUF2/HORMAD1/CTDSP1/CDCA5/CDKN2A/INCENP/RPL26/APBB2/MAD2L1/PLK1/CDT1/MN1/BUB1/CDK1/RRM2/RAD9A/NABP1/UBE2C/CRLF3/MUC1/PBX1/BLM/PLCG2/AIF1/UBD"	47
"GO:0038110"	"BP"	"GO:0038110"	"interleukin-2-mediated signaling pathway"	"5/1074"	"9/18870"	6.14977671366782e-05	0.00239347994235692	0.00205454122125632	"IL2RB/JAK3/IL2RA/IL2RG/PTPN2"	5
"GO:0071352"	"BP"	"GO:0071352"	"cellular response to interleukin-2"	"5/1074"	"9/18870"	6.14977671366782e-05	0.00239347994235692	0.00205454122125632	"IL2RB/JAK3/IL2RA/IL2RG/PTPN2"	5
"GO:0031295"	"BP"	"GO:0031295"	"T cell costimulation"	"11/1074"	"48/18870"	6.22069133214007e-05	0.00240820167634656	0.00206717822263445	"FYN/TNFSF13B/CD5/CD274/CD80/YES1/CD28/LILRB4/CD3E/KLRK1/LYN"	11
"GO:0050868"	"BP"	"GO:0050868"	"negative regulation of T cell activation"	"20/1074"	"133/18870"	6.31248426061943e-05	0.00243080743115281	0.00208658279514209	"RUNX3/PAG1/IL4I1/JAK3/GLI3/CD274/CD80/IRF1/FGL2/IDO1/PTPN22/IL2RA/HAVCR2/LRRC32/ZC3H8/DLG5/LAPTM5/LGALS9/PTPN2/LILRB4"	20
"GO:0051255"	"BP"	"GO:0051255"	"spindle midzone assembly"	"6/1074"	"14/18870"	6.77689738389272e-05	0.00259590837684059	0.00222830393204451	"BIRC5/KIF4A/KIF23/INCENP/CCDC69/PRC1"	6
"GO:0002699"	"BP"	"GO:0002699"	"positive regulation of immune effector process"	"32/1074"	"270/18870"	6.98548869963861e-05	0.0026618003537157	0.00228486500040535	"TYROBP/CD84/PTPRC/CD40/GATA3/IFNG/CD80/CCR2/SASH3/RAC2/DNAJB9/RARA/PTPN22/KLRC1/IL21/CD226/IL18/SCIMP/LAPTM5/IL12A/LGALS9/MZB1/CD28/GATA2/SH2D1A/ZP3/PLCG2/TAP2/HLA-DRA/KLRC3/KLRK1/LYN"	32
"GO:0002573"	"BP"	"GO:0002573"	"myeloid leukocyte differentiation"	"29/1074"	"235/18870"	7.31347457846755e-05	0.00277226395740036	0.00237968594425466	"FARP2/TYROBP/FSTL3/SNX10/MMP9/RELB/CDK6/GATA3/IFNG/ITGB6/MED1/RARA/IRF4/LBR/CAMK4/UBASH3B/PRKCA/BATF/GAB3/IFI16/ROR2/GPR183/PTPN2/GATA2/HCLS1/LILRB4/UBD/LYN/CCL3"	29
"GO:0050854"	"BP"	"GO:0050854"	"regulation of antigen receptor-mediated signaling pathway"	"13/1074"	"66/18870"	7.45654137230176e-05	0.00281185016101618	0.00241366637821712	"PRKCH/PTPRC/KCNN4/LPXN/GBP1/PTPN22/CD226/LAPTM5/TRAT1/PTPN2/SH2D1A/LILRB4/LYN"	13
"GO:0019884"	"BP"	"GO:0019884"	"antigen processing and presentation of exogenous antigen"	"11/1074"	"49/18870"	7.61291161910349e-05	0.00284986510367004	0.00244629805618688	"IKBKB/CTSL/FCER1G/CTSS/CTSF/TAP2/HLA-DRA/IFI30/HLA-DPB1/HLA-DPA1/HLA-DOB"	11
"GO:0140131"	"BP"	"GO:0140131"	"positive regulation of lymphocyte chemotaxis"	"7/1074"	"20/18870"	7.635664952125e-05	0.00284986510367004	0.00244629805618688	"CCL7/PTK2B/CCR2/CXCL13/CCL5/CCL4/CCL3"	7
"GO:0007051"	"BP"	"GO:0007051"	"spindle organization"	"26/1074"	"202/18870"	8.43651354398396e-05	0.00313270130475078	0.0026890820560443	"PKD1/ASPM/SPAG5/TPX2/BIRC5/KIF4A/MISP/MYBL2/TTK/CDC20/NEK2/STIL/DLGAP5/KNSTRN/HAUS8/CCNB1/BORA/KIF23/NUF2/INCENP/CENPH/CCNB2/PLK1/KIFC2/CCDC69/PRC1"	26
"GO:0002287"	"BP"	"GO:0002287"	"alpha-beta T cell activation involved in immune response"	"14/1074"	"76/18870"	8.60847621868393e-05	0.00316426716765564	0.00271617790313074	"RELB/JAK3/GATA3/IFNG/CD80/RARA/IRF4/IL21/IL18/BATF/EOMES/LGALS9/GPR183/HLA-DRA"	14
"GO:0002293"	"BP"	"GO:0002293"	"alpha-beta T cell differentiation involved in immune response"	"14/1074"	"76/18870"	8.60847621868393e-05	0.00316426716765564	0.00271617790313074	"RELB/JAK3/GATA3/IFNG/CD80/RARA/IRF4/IL21/IL18/BATF/EOMES/LGALS9/GPR183/HLA-DRA"	14
"GO:0032743"	"BP"	"GO:0032743"	"positive regulation of interleukin-2 production"	"9/1074"	"34/18870"	8.71945774236455e-05	0.00317301067244646	0.00272368324741756	"PTPRC/CD80/CCR2/SASH3/IRF4/CD28/PDE4B/PLCG2/CD3E"	9
"GO:0035456"	"BP"	"GO:0035456"	"response to interferon-beta"	"9/1074"	"34/18870"	8.71945774236455e-05	0.00317301067244646	0.00272368324741756	"OAS1/STAT1/IRF1/XAF1/IFNAR2/MNDA/IFI16/AIM2/PLSCR1"	9
"GO:0050995"	"BP"	"GO:0050995"	"negative regulation of lipid catabolic process"	"8/1074"	"27/18870"	9.01074655573915e-05	0.00324654521943908	0.00278680462784324	"PIK3CG/APOC1/PDE3B/APOA2/BSCL2/MFSD2A/HCAR2/PLIN5"	8
"GO:0051984"	"BP"	"GO:0051984"	"positive regulation of chromosome segregation"	"8/1074"	"27/18870"	9.01074655573915e-05	0.00324654521943908	0.00278680462784324	"RAD18/BIRC5/NCAPG/SMC4/CCNB1/INCENP/CDK1/SMC5"	8
"GO:0031294"	"BP"	"GO:0031294"	"lymphocyte costimulation"	"11/1074"	"50/18870"	9.26331759624972e-05	0.00332110470273426	0.00285080580418678	"FYN/TNFSF13B/CD5/CD274/CD80/YES1/CD28/LILRB4/CD3E/KLRK1/LYN"	11
"GO:0001910"	"BP"	"GO:0001910"	"regulation of leukocyte mediated cytotoxicity"	"16/1074"	"96/18870"	9.70763631677223e-05	0.00346334201536609	0.00297290100825816	"TYROBP/PTPRC/KLRB1/CXCL6/KLRC1/HAVCR2/IL21/CD226/IL7R/IL12A/LGALS9/SH2D1A/TAP2/HLA-DRA/KLRC3/KLRK1"	16
"GO:0010965"	"BP"	"GO:0010965"	"regulation of mitotic sister chromatid separation"	"12/1074"	"59/18870"	0.000101154997142727	0.00359124911807202	0.00308269529161532	"TRIP13/BIRC5/TTK/CDC20/DLGAP5/CCNB1/NUF2/INCENP/MAD2L1/PLK1/BUB1/UBE2C"	12
"GO:0033077"	"BP"	"GO:0033077"	"T cell differentiation in thymus"	"15/1074"	"87/18870"	0.000107078709041366	0.00378310118642262	0.00324737934675782	"TNFRSF9/PTPRC/CDK6/GLI3/GATA3/ZC3H8/IL2RG/CAMK4/CD3G/CD3D/IL7R/PTPN2/FZD8/CD28/CD3E"	15
"GO:0022408"	"BP"	"GO:0022408"	"negative regulation of cell-cell adhesion"	"26/1074"	"205/18870"	0.000107880252645291	0.00379300714373154	0.00325588252962015	"CD9/RUNX3/PAG1/JAK2/IL4I1/JAK3/GLI3/GTPBP4/ADTRP/CD274/CD80/IRF1/FGL2/IDO1/PTPN22/IL2RA/HAVCR2/LRRC32/RDX/ZC3H8/DLG5/UBASH3B/LAPTM5/LGALS9/PTPN2/LILRB4"	26
"GO:0051897"	"BP"	"GO:0051897"	"positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction"	"23/1074"	"171/18870"	0.000108737122997106	0.00379316016003483	0.0032560138774109	"F7/ERBB3/JAK2/PIK3CG/GATA3/UNC5B/GCNT2/PDGFRB/IGFBP5/HCST/H19/CHI3L1/IGF1R/TCF7L2/IL18/PIK3AP1/NCF1/ROR2/INSR/CD28/HCLS1/CCL5/CCL3"	23
"GO:0051988"	"BP"	"GO:0051988"	"regulation of attachment of spindle microtubules to kinetochore"	"7/1074"	"21/18870"	0.000108926968047167	0.00379316016003483	0.0032560138774109	"SPAG5/BIRC5/ECT2/NEK2/KNSTRN/CCNB1/INCENP"	7
"GO:0002495"	"BP"	"GO:0002495"	"antigen processing and presentation of peptide antigen via MHC class II"	"9/1074"	"35/18870"	0.000111494265966144	0.00386407270334093	0.00331688455393014	"CTSL/FCER1G/CTSS/CTSF/HLA-DRA/IFI30/HLA-DPB1/HLA-DPA1/HLA-DOB"	9
"GO:0043122"	"BP"	"GO:0043122"	"regulation of canonical NF-kappaB signal transduction"	"31/1074"	"265/18870"	0.000114743609005846	0.00395783879784146	0.003397372509103	"FYN/BIRC3/ESR1/HMOX1/CD40/PIM2/IKBKB/HSPB1/GAPDH/ECT2/STAT1/TNFAIP3/TNFSF10/OPTN/TANK/ECM1/GJA1/LURAP1L/RHOC/S100B/JMJD8/S100A12/LGALS9/SHARPIN/LILRB4/S100A13/PLCG2/CARD16/TRIM59/UBD/LTB"	31
"GO:0032735"	"BP"	"GO:0032735"	"positive regulation of interleukin-12 production"	"10/1074"	"43/18870"	0.000117143247788642	0.0040052867734614	0.00343810141601849	"CD40/IFNG/IRF1/IDO1/IRF8/SCIMP/LAPTM5/LGALS9/PLCG2/LTB"	10
"GO:0060368"	"BP"	"GO:0060368"	"regulation of Fc receptor mediated stimulatory signaling pathway"	"5/1074"	"10/18870"	0.000117219851985062	0.0040052867734614	0.00343810141601849	"PTPRC/CD226/PLSCR1/CD47/LYN"	5
"GO:0042832"	"BP"	"GO:0042832"	"defense response to protozoan"	"8/1074"	"28/18870"	0.000119893538786093	0.00405853569900087	0.00348380980511855	"SLC11A1/CD40/NKG7/GBP1/IRF4/IRF8/BATF/GBP4"	8
"GO:2000108"	"BP"	"GO:2000108"	"positive regulation of leukocyte apoptotic process"	"8/1074"	"28/18870"	0.000119893538786093	0.00405853569900087	0.00348380980511855	"CD274/IDO1/ZC3H8/CDKN2A/LGALS9/HCAR2/LYN/CCL5"	8
"GO:0002275"	"BP"	"GO:0002275"	"myeloid cell activation involved in immune response"	"16/1074"	"98/18870"	0.000124868934142168	0.00420738936429027	0.00361158442560315	"TYROBP/CD84/PIK3CG/IFNG/CCR2/NMI/RAC2/HAVCR2/ANXA3/FCER1G/LGALS9/GATA2/S100A13/PLCG2/LYN/CCL3"	16
"GO:0001701"	"BP"	"GO:0001701"	"in utero embryonic development"	"41/1074"	"392/18870"	0.000128416010327058	0.00430696646617662	0.00369706049619737	"PKD1/RCN1/FOXC1/PRDM1/GLI3/KDM4C/GATA3/NEK2/TGFB3/RDH10/STIL/MED1/OVOL2/EIF2S2/CCNB1/TBX3/SKIL/BRCA2/ARMC5/COPS3/FKBP10/PLK4/HORMAD1/ETNK2/PHF6/CCNB2/CCDC24/ADCY9/EOMES/SMIM14/UPF3A/AR/KRT8/CHST11/KRT19/RRM2/GATA2/ZP3/XRCC2/RUNDC1/TCTN1"	41
"GO:0048872"	"BP"	"GO:0048872"	"homeostasis of number of cells"	"35/1074"	"316/18870"	0.000129440236594516	0.00432140386208663	0.00370945342437688	"TNFRSF17/JAK2/HMOX1/TNFSF13B/CORO1A/JAK3/CDK6/EZH2/GATA3/LPCAT3/STAT1/TNFAIP3/CCR2/SASH3/CXCL6/MED1/IL2RA/SKIL/SLC40A1/ZC3H8/LYAR/GPR174/CCNB2/AIM2/HMGB2/IL7R/LGALS9/GPR183/PTPN2/P4HTM/GATA2/HCLS1/HCAR2/PDE4B/LYN"	35
"GO:0046638"	"BP"	"GO:0046638"	"positive regulation of alpha-beta T cell differentiation"	"11/1074"	"52/18870"	0.00013494272532911	0.00448453495408796	0.00384948365694914	"RUNX3/GLI3/IFNG/CD80/SASH3/RARA/IL2RG/IL18/LGALS9/LILRB4/HLA-DRA"	11
"GO:0045589"	"BP"	"GO:0045589"	"regulation of regulatory T cell differentiation"	"9/1074"	"36/18870"	0.000141212759489837	0.00467157483439562	0.00401003697402959	"IL4I1/IFNG/IRF1/IL2RG/LGALS9/CD28/LILRB4/FANCA/HLA-DRA"	9
"GO:1990379"	"BP"	"GO:1990379"	"lipid transport across blood-brain barrier"	"4/1074"	"6/18870"	0.000142704529446452	0.00469956364394243	0.00403406231133456	"APOE/SLC27A1/FABP5/MFSD2A"	4
"GO:2000516"	"BP"	"GO:2000516"	"positive regulation of CD4-positive, alpha-beta T cell activation"	"10/1074"	"44/18870"	0.000143941032545291	0.00471893168857939	0.00405068766314035	"IFNG/CD80/SASH3/RARA/IL2RG/IL18/LGALS9/CD28/CD3E/HLA-DRA"	10
"GO:0050729"	"BP"	"GO:0050729"	"positive regulation of inflammatory response"	"21/1074"	"152/18870"	0.000145484501365734	0.00472694732562415	0.00405756821243247	"NKG7/PIK3CG/CTSC/IFNG/CCR2/NMI/ZBP1/IDO1/IL21/S100A8/PLA2G7/IL18/S100A9/S100A12/AIM2/CD28/ZP3/CD47/CASP4/PLCG2/CCL3"	21
"GO:1903038"	"BP"	"GO:1903038"	"negative regulation of leukocyte cell-cell adhesion"	"21/1074"	"152/18870"	0.000145484501365734	0.00472694732562415	0.00405756821243247	"RUNX3/PAG1/IL4I1/JAK3/GLI3/ADTRP/CD274/CD80/IRF1/FGL2/IDO1/PTPN22/IL2RA/HAVCR2/LRRC32/ZC3H8/DLG5/LAPTM5/LGALS9/PTPN2/LILRB4"	21
"GO:0043410"	"BP"	"GO:0043410"	"positive regulation of MAPK cascade"	"47/1074"	"474/18870"	0.000153933000652727	0.00497921946111354	0.00427411629882542	"CD44/EIF2AK2/PTPRC/JAK2/CD40/MAPK3/CCL17/MAP4K1/PIK3CG/EZH2/CCL7/CCL2/CCL8/GCNT2/PDGFRB/CCL20/TGFB3/SORBS3/PTK2B/APOE/CHI3L1/PTPN22/HAVCR2/ANKRD6/IGF1R/IGFBP4/DOK2/BANK1/PRKCA/NCF1/SCIMP/LAPTM5/S100A12/NPNT/LGALS9/AR/GPR183/ROBO1/INSR/FGG/PDE6G/PLCG2/ARHGAP8/CCL5/CCL4/CCL18/CCL3"	47
